1.5199110829529394e-10, 6.131310977756633e-9
2.0337632493786407e-10, 6.841843586565899e-9
2.7213387683753196e-10, 7.634716919897645e-9
3.6413701027025305e-10, 8.519473108304184e-9
4.87244601037744e-10, 9.506760080908304e-9
7.012127470859985e-10, 1.0319363203566146e-8
9.382790421191326e-10, 1.1202643212059488e-8
1.3503140378698776e-9, 1.183010713573015e-8
1.8068287652751164e-9, 1.2842698409551563e-8
2.60027788776756e-9, 1.3193871982037898e-8
3.7421615282859075e-9, 1.355464812199721e-8
5.3854909006690444e-9, 1.3925289404148379e-8
7.750470422497828e-9, 1.4306065583111196e-8
1.1154004876797933e-8, 1.4298286743492793e-8
1.4924955450518384e-8, 1.4292066717291482e-8
1.99707905510532e-8, 1.4285849396919662e-8
2.672252366556879e-8, 1.4279634781200247e-8
3.8457428135057957e-8, 1.4271870313176036e-8
5.534558776231013e-8, 1.3876901004571798e-8
7.964999827856976e-8, 1.3492862341448222e-8
1.0657810258038812e-7, 1.3120879012505821e-8
1.4261007150193317e-7, 1.2759150853556992e-8
1.9082374335240703e-7, 1.2407395140878834e-8
0.000009730659874456184, 6.372017550228456e-9
0.000014003772903783, 6.027488237153665e-9
0.000020153376859417352, 5.546813814331656e-9
2.953627556617814e-7, 9.94900461817125e-9
3.6746619407367027e-7, 9.157592901437583e-9
4.571713975394096e-7, 8.906096906489138e-9
7.076237024530892e-7, 8.658681680150267e-9
0.0000010183689244446993, 8.41905551752491e-9
0.00000136265951085838, 7.964711026424387e-9
0.000002109165563388941, 7.74344790723567e-9
0.000002822233127836349, 7.12670594753472e-9
0.000004061585988377005, 6.9294767085523e-9
0.000006286645512811548, 6.554093092748881e-9
0.000029003512241188953, 5.393307569590881e-9
0.00004489251258218626, 5.243479151254986e-9
0.000060069791770013164, 5.098922215849792e-9
0.0000864487848900182, 4.823228033496919e-9
0.00012441182479163104, 4.562440390009624e-9
0.00016647302588107323, 4.199055957020269e-9
0.00020711212928448746, 3.865034392939723e-9
0.0002576719794076329, 3.6568509123980044e-9
0.0004613511638612791, 3.1839655764324915e-9
0.0005336699231206301, 2.8514457610060256e-9
0.0006173249558100502, 2.624907825422341e-9
0.0007680252424174134, 2.416104745304053e-9
0.000888416469236103, 2.1050398336989576e-9
0.0011052951411260243, 1.9375906010855156e-9
0.0015906734330130515, 1.8328268031910436e-9
0.0021284489639615675, 1.6410571094656687e-9
0.003294477617075986, 1.5100233746022227e-9
0.00509929199768708, 1.468074271765487e-9
0.007338590396437876, 1.3886968035763156e-9
0.009819624067430028, 1.2433966801628063e-9
0.01135889194963564, 1.0539064740313622e-9
0.021873634382689064, 9.431225537100404e-10
0.00032057441155775186, 3.4598808796976763e-9
